Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,Policy Against Child Labor,Pct Women in Workforce,Fatalities - Employees,Fatalities - Total,Total Recordable Incident Rate - Employees,Number of Employees - CSR,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Total Energy Consumption,Total Water Withdrawal,Human Rights Policy,Equal Opportunity Policy,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Waste Reduction Policy,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Market Cap Category,Country
Athabasca Oil Corp,ATH,2016,2.4,1.39,1.64,5.55,45.77,19.42,37.787,79.982,0.558,False,384.787,41.367,False,29.0,0.0,0.0,0.0,146.0,10.0,3.0,3.0,4.0,100.0,6.0,8.0,5.0,18.0,99.0,3.0,3.0,4.0,100.0,2.0,0.0,50.06,72.24714285714286,5.0,3.0,3.0,4.0,100.0,1.0,341.7038493150685,851.0,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2017,2.33,1.24,1.68,5.56,45.77,19.42,37.787,79.982,0.703,False,920.874,75.12,False,25.0,0.0,0.0,0.0,235.0,11.0,3.0,3.0,4.0,100.0,6.0,7.0,4.0,7.0,95.45,3.0,3.0,3.0,100.0,3.0,1.0,50.06,72.24714285714286,4.0,3.0,3.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2018,2.75,1.22,2.56,6.47,45.77,19.42,37.787,79.982,0.988,False,955.243,72.939,False,21.0,0.0,0.0,0.0,197.0,12.0,4.0,4.0,4.0,93.33,7.0,5.0,5.0,5.0,94.11,4.0,4.0,4.0,92.85,2.0,1.0,50.06,72.24714285714286,5.0,4.0,4.0,4.0,92.85,1.0,341.7038493150685,645.0,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2019,3.11,1.76,2.64,6.62,45.77,19.42,37.787,79.982,0.954,False,956.791,73.25,False,21.0,0.0,0.0,0.0,173.0,13.0,3.0,3.0,5.0,100.0,7.0,3.0,5.0,6.0,97.61,3.0,3.0,2.0,100.0,1.0,1.0,50.06,72.24714285714286,5.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,445.0,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2020,3.86,3.09,2.62,6.93,46.696,22.199,37.787,79.982,0.902,True,720.584,55.245,False,21.0,0.0,0.0,0.0,140.0,14.0,3.0,3.0,4.0,100.0,7.0,4.0,6.0,9.0,100.0,3.0,3.0,2.0,100.0,1.0,1.0,50.06,72.24714285714286,6.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,390.0,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2021,4.73,4.58,3.3,6.67,47.862,32.347,38.815,72.336,0.762,True,803.751,67.523,False,21.0,0.0,0.0,2.11,146.0,15.0,3.0,3.0,4.0,94.09853801169591,7.0,4.0,6.0,5.0,93.34091862068965,3.0,3.0,2.0,93.96819696969696,1.0,1.0,50.06,72.24714285714286,6.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,346.0,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2022,4.93,4.63,3.7,6.88,50.418,32.347,38.815,79.982,0.537,True,786.406,64.194,False,20.0,0.0,0.0,0.0,169.0,16.0,3.0,3.0,4.0,100.0,7.0,5.0,6.0,5.0,96.15,3.0,3.0,2.0,100.0,1.0,1.0,50.06,72.24714285714286,6.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,236.0,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
Athabasca Oil Corp,ATH,2023,4.8,4.57,3.51,6.68,51.232,32.347,41.264,79.982,0.809,True,811.34,62.894,True,19.0,0.0,0.0,0.57,170.0,17.0,3.0,3.0,4.0,90.0,7.0,5.0,6.0,5.0,96.97,3.0,3.0,2.0,100.0,1.0,2.0,50.06,72.24714285714286,6.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,215.0,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
BASF SE,BAS,2015,3.62,3.67,2.37,4.95,65.094,63.727,47.824,83.654,11.058,False,429.6283333333333,234.60007450980393,True,24.2,1.0,2.0,0.5663528455284552,382.0677083333333,10.0,4.0,2.0,5.0,100.0,12.0,8.0,12.0,5.0,98.33,4.0,2.0,3.0,91.66,1.0,3.0,50.06,72.24714285714286,12.0,6.0,6.0,0.0,93.79323809523811,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2016,3.69,3.57,2.31,5.52,66.14,63.727,47.824,86.785,11.143,False,429.6283333333333,234.60007450980393,True,24.6,5.0,7.0,0.5663528455284552,382.0677083333333,11.0,4.0,2.0,5.0,100.0,12.0,8.0,12.0,5.0,98.33,4.0,4.0,4.0,100.0,1.0,3.0,50.06,72.24714285714286,12.0,6.0,6.0,1.0,100.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2017,3.95,3.99,2.41,5.71,67.066,66.113,48.216,86.785,11.205,True,429.6283333333333,234.60007450980393,True,24.1,1.0,2.0,0.5663528455284552,382.0677083333333,12.0,4.0,4.0,5.0,90.0,12.0,8.0,12.0,6.0,98.61,4.0,4.0,4.0,93.75,1.0,3.0,50.06,72.24714285714286,11.0,6.0,6.0,1.0,100.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2018,4.32,4.29,2.42,6.69,68.092,67.835,49.577,86.785,10.712,True,429.6283333333333,234.60007450980393,True,25.1,1.0,3.0,0.5663528455284552,382.0677083333333,13.0,4.0,4.0,5.0,95.0,12.0,7.0,12.0,5.0,98.46,4.0,3.0,3.0,91.66,1.0,4.0,50.06,72.24714285714286,10.0,6.0,5.0,3.0,100.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2019,4.6,4.86,2.41,6.82,68.092,67.835,49.577,86.785,10.534,True,429.6283333333333,234.60007450980393,True,25.1,1.0,1.0,0.5663528455284552,382.0677083333333,14.0,4.0,4.0,5.0,100.0,12.0,7.0,12.0,6.0,98.46,4.0,3.0,4.0,100.0,1.0,4.0,50.06,72.24714285714286,11.0,6.0,5.0,1.0,83.33,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2020,4.65,5.11,2.63,6.24,71.12,71.217,49.577,92.474,10.646,True,429.6283333333333,234.60007450980393,True,25.5,0.0,1.0,0.5663528455284552,382.0677083333333,15.0,4.0,2.0,6.0,95.83,12.0,6.0,12.0,7.0,98.81,4.0,2.0,4.0,100.0,1.0,4.0,45.0,84.0,9.0,6.0,5.0,2.0,83.33,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2021,4.82,5.28,2.55,6.77,70.888,71.217,49.577,91.782,11.088,True,429.6283333333333,234.60007450980393,True,26.1,0.0,1.0,0.5663528455284552,382.0677083333333,16.0,4.0,3.0,5.0,100.0,12.0,6.0,12.0,5.0,100.0,4.0,2.0,3.0,100.0,2.0,4.0,46.0,72.0,9.0,6.0,5.0,2.0,100.0,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,Germany
BASF SE,BAS,2022,5.06,5.8,2.54,6.84,72.095,77.983,49.577,88.651,9.326,True,429.6283333333333,234.60007450980393,True,26.4,0.0,1.0,0.5663528455284552,382.0677083333333,17.0,4.0,3.0,5.0,100.0,12.0,6.0,12.0,5.0,100.0,4.0,2.0,4.0,100.0,2.0,4.0,40.0,69.0,6.0,6.0,6.0,0.0,93.79323809523811,5.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,Germany
BLUENORD ASA,BNOR,2021,1.93,1.3,0.61,5.15,19.02,11.54,12.61,32.87,1.3,False,429.6283333333333,234.60007450980393,True,38.0,0.20775193798449612,0.9289256198347108,0.5663528455284552,26.0,21.621951219512194,3.0,3.686777920410783,7.215712383488682,94.09853801169591,7.0,3.0,6.0,12.0,93.34091862068965,2.0,3.437745740498034,5.160390516039052,93.96819696969696,3.0,3.0,50.06,72.24714285714286,7.110059171597634,3.8787158145065397,3.69811320754717,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,Small Cap,Norway
BLUENORD ASA,BNOR,2022,2.68,2.7,0.61,5.54,24.38,11.54,12.61,48.92,1.5,False,429.6283333333333,234.60007450980393,True,51.52,0.20775193798449612,0.9289256198347108,0.5663528455284552,33.0,21.621951219512194,3.0,3.686777920410783,6.0,88.88,7.0,4.0,6.0,8.0,92.86,2.0,3.437745740498034,5.0,100.0,3.0,3.0,50.06,72.24714285714286,7.110059171597634,3.0,3.69811320754717,4.5834522111269616,93.79323809523811,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,Small Cap,Norway
BLUENORD ASA,BNOR,2023,2.74,2.84,0.61,5.52,27.45,12.81,14.27,55.18,1.2,False,429.6283333333333,234.60007450980393,True,43.0,0.20775193798449612,0.9289256198347108,0.5663528455284552,40.0,21.621951219512194,3.0,3.686777920410783,6.0,83.33,7.0,4.0,6.0,8.0,96.43,2.0,3.437745740498034,5.0,100.0,3.0,3.0,50.06,72.24714285714286,7.110059171597634,3.0,3.69811320754717,5.0,100.0,2.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Norway
BP PLC,BP.,2015,5.03,4.83,3.4,7.3,61.664,45.545,54.021,85.34,123.0,True,429.6283333333333,234.60007450980393,True,32.0,0.0,1.0,0.2,382.0677083333333,107.0,5.0,5.0,11.0,94.54,15.0,11.0,13.0,13.0,96.41,5.0,5.0,5.0,93.96819696969696,1.0,3.0,55.0,71.0,12.0,7.0,6.0,7.0,93.79323809523811,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2016,5.12,4.67,3.73,7.56,65.024,45.545,58.192,91.24,125.0,True,429.6283333333333,234.60007450980393,True,33.0,0.0,3.0,0.19,382.0677083333333,108.0,4.0,4.0,14.0,100.0,14.0,10.0,12.0,11.0,98.0,4.0,4.0,11.0,97.72,0.0,3.0,55.0,72.0,11.0,6.0,5.0,5.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2017,5.11,4.75,3.59,7.52,65.647,58.2,47.4,91.24,122.0,True,429.6283333333333,234.60007450980393,True,34.0,1.0,1.0,0.2,382.0677083333333,109.0,3.0,3.0,13.0,100.0,13.0,10.0,11.0,11.0,97.97,5.0,5.0,8.0,97.05,0.0,3.0,56.0,73.0,10.0,5.0,4.0,3.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2018,5.57,5.49,4.08,7.41,65.647,58.2,47.4,91.24,115.0,True,429.6283333333333,234.60007450980393,True,35.0,0.0,1.0,0.15,382.0677083333333,1.0,4.0,4.0,9.0,90.62,14.0,13.0,12.0,9.0,94.4,4.0,4.0,7.0,93.54,2.0,5.0,56.0,74.0,11.0,7.0,6.0,3.0,90.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2019,5.71,5.88,3.65,7.84,66.231,59.952,47.4,91.24,110.0,True,429.6283333333333,234.60007450980393,True,38.0,1.0,2.0,0.128,382.0677083333333,2.0,4.0,4.0,8.0,96.87,12.0,13.0,10.0,9.0,99.12,6.0,6.0,9.0,93.18,2.0,5.0,57.0,70.0,9.0,6.0,5.0,6.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2020,6.2,6.8,3.73,8.05,67.428,68.559,47.4,86.243,79.0,True,429.6283333333333,234.60007450980393,True,39.0,1.0,1.0,0.094,382.0677083333333,3.0,4.0,4.0,10.0,97.67,12.0,12.0,10.0,10.0,96.55,4.0,4.0,9.0,88.89,4.0,5.0,50.06,72.24714285714286,9.0,4.0,3.0,7.0,97.37,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2021,6.33,6.91,3.97,8.05,68.524,70.281,48.972,86.243,43.0,True,429.6283333333333,234.60007450980393,True,39.0,0.0,1.0,0.117,382.0677083333333,4.0,4.0,4.0,9.0,97.22,10.0,9.0,8.0,11.0,98.33,4.0,4.0,6.0,100.0,4.0,4.0,50.06,72.24714285714286,7.0,4.0,3.0,4.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,United Kingdom
BP PLC,BP.,2022,6.37,7.09,3.67,8.33,66.824,65.177,48.972,86.243,39.0,True,429.6283333333333,234.60007450980393,True,39.0,2.0,4.0,0.173,382.0677083333333,5.0,4.0,4.0,10.0,97.5,11.0,11.0,9.0,10.0,99.03,4.0,4.0,8.0,100.0,6.0,5.0,50.06,72.24714285714286,8.0,3.0,2.0,6.0,100.0,1.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,Large Cap,United Kingdom
Bangchak Corp PCL,BCP,2015,4.79,4.65,4.71,5.11,62.891,68.257,32.95,87.357,0.399,False,429.6283333333333,118.465,False,27.19,0.0,0.0,1.076,382.0677083333333,21.621951219512194,3.0,3.0,13.0,97.43,15.0,14.0,14.0,17.0,96.19,5.0,5.0,8.0,96.96,0.0,2.0,48.0,71.0,10.0,5.0,5.0,8.0,96.96,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2016,5.29,4.63,6.93,4.86,65.959,68.257,42.171,87.357,0.349,False,429.6283333333333,50.997,False,29.18,0.0,0.0,0.482,382.0677083333333,21.621951219512194,3.0,3.0,12.0,83.33,15.0,14.0,14.0,19.0,87.54,5.0,5.0,4.0,80.0,0.0,2.0,50.0,72.0,9.0,5.0,5.0,4.0,80.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2017,5.64,5.02,7.1,5.3,68.142,69.103,47.884,87.357,0.426,False,429.6283333333333,61.739,False,30.16,0.0,0.0,0.127,382.0677083333333,21.621951219512194,4.0,4.0,13.0,96.15,15.0,13.0,14.0,18.0,91.76,5.0,5.0,5.0,96.29,0.0,1.0,51.0,70.0,10.0,5.0,5.0,5.0,96.29,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2018,5.71,5.39,6.79,5.23,68.122,69.586,47.34,87.357,0.644,False,959.273,44.748,False,29.74,0.0,0.0,0.242,382.0677083333333,21.621951219512194,3.0,3.0,12.0,95.12,15.0,17.0,14.0,15.0,94.76,5.0,5.0,7.0,93.99,2.0,1.0,47.0,71.0,10.0,5.0,5.0,7.0,93.99,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2019,5.66,5.32,7.03,4.96,69.369,69.586,51.088,87.357,0.236,False,429.6283333333333,100.454,False,30.62,0.0,0.0,0.0,382.0677083333333,21.621951219512194,3.0,3.0,12.0,97.22,15.0,22.0,14.0,12.0,96.61,4.0,4.0,4.0,82.35,5.0,1.0,48.0,72.0,9.0,4.0,4.0,4.0,82.35,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2020,5.77,6.15,6.18,4.79,69.983,71.006,51.512,87.357,0.28,False,886.129,18.744,False,30.57,0.0,0.0,0.086,382.0677083333333,21.621951219512194,3.0,3.0,12.0,100.0,14.0,18.0,13.0,15.0,97.89,4.0,4.0,3.0,91.66,5.0,1.0,49.0,73.0,8.0,4.0,4.0,3.0,91.66,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2021,6.26,7.18,6.19,4.89,70.234,67.623,55.653,87.357,0.459,False,821.961,17.95,False,31.19,0.0,0.0,0.0,382.0677083333333,21.621951219512194,3.0,3.0,12.0,100.0,13.0,8.0,12.0,12.0,98.86,4.0,4.0,9.0,100.0,0.0,1.0,49.0,73.0,8.0,4.0,4.0,9.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2022,6.39,7.38,6.37,4.9,70.345,67.955,55.653,87.357,0.506,True,932.12,13.545,False,31.51,0.0,0.0,0.19,382.0677083333333,21.621951219512194,4.0,4.0,12.0,100.0,15.0,10.0,14.0,13.0,97.92,3.0,3.0,5.0,94.44,1.0,2.0,49.0,74.0,10.0,3.0,3.0,5.0,94.44,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Thailand
Bangchak Corp PCL,BCP,2023,7.08,8.4,6.92,5.24,70.818,69.375,55.653,87.357,0.527,True,941.578,18.663,False,34.713,0.0,0.0,0.0,382.0677083333333,21.621951219512194,5.0,5.0,13.0,100.0,15.0,11.0,14.0,15.0,99.09,3.0,3.0,7.0,100.0,2.0,3.0,50.0,76.0,11.0,3.0,3.0,7.0,100.0,3.0,341.7038493150685,423.77154455445543,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,Small Cap,Thailand
Baytex Energy Corp,BTE,2015,3.86,2.88,2.57,7.49,51.303,30.233,38.573,84.979,4.318,False,429.6283333333333,37.829,False,34.0,0.0,0.0,0.81,271.0,13.0,3.0,3.0,6.0,100.0,9.0,13.0,8.0,6.0,96.29,3.0,3.0,2.0,100.0,0.0,1.0,55.0,73.0,7.0,3.0,3.0,1.0,100.0,1.0,341.7038493150685,534.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2016,3.65,2.46,2.66,7.38,48.888,20.205,41.354,84.979,3.919,False,972.834,30.81,False,33.0,0.0,0.0,1.17,250.0,1.0,4.0,4.0,6.0,100.0,11.0,13.0,9.0,6.0,96.49,3.0,3.0,2.0,100.0,0.0,2.0,54.0,74.0,8.0,4.0,4.0,1.0,100.0,1.0,341.7038493150685,337.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2017,3.84,2.56,2.79,7.84,47.561,18.786,38.785,84.979,3.041,False,805.018,50.731,False,41.0,0.0,0.0,0.19,230.0,2.0,4.0,4.0,5.0,100.0,12.0,12.0,10.0,6.0,98.5,4.0,4.0,3.0,100.0,0.0,2.0,55.0,75.0,10.0,4.0,4.0,1.0,100.0,1.0,341.7038493150685,384.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2018,3.92,2.59,3.06,7.76,52.802,31.954,41.354,84.979,3.558,False,429.6283333333333,102.703,False,43.0,0.0,1.0,0.35,251.0,3.0,3.0,3.0,5.0,100.0,10.0,11.0,9.0,10.0,99.01,5.0,5.0,4.0,100.0,0.0,1.0,51.0,65.0,7.0,4.0,4.0,1.0,100.0,1.0,341.7038493150685,622.775,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2019,4.14,3.14,2.57,8.19,51.947,31.954,38.785,84.979,1.795,False,429.6283333333333,112.475,False,39.0,0.0,0.0,0.56,227.0,4.0,4.0,4.0,5.0,100.0,7.0,7.0,6.0,7.0,100.0,3.0,3.0,4.0,100.0,0.0,2.0,49.0,66.0,6.0,3.0,3.0,3.0,100.0,1.0,341.7038493150685,916.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2020,4.59,3.85,2.78,8.33,53.486,34.914,40.447,84.979,1.895,True,429.6283333333333,89.642,False,38.0,0.0,0.0,0.16,206.0,5.0,3.0,3.0,5.0,100.0,9.0,7.0,8.0,9.0,100.0,3.0,3.0,4.0,100.0,0.0,2.0,50.0,67.0,8.0,3.0,3.0,3.0,100.0,1.0,341.7038493150685,954.226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2021,4.42,4.22,1.8,8.35,52.852,36.636,36.82,84.979,2.343,True,429.6283333333333,95.395,False,43.0,0.20775193798449612,1.0,0.34,208.0,6.0,3.0,3.0,4.0,100.0,8.0,7.0,7.0,6.0,100.0,3.0,3.0,3.0,100.0,0.0,2.0,51.0,68.0,7.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,819.526,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Baytex Energy Corp,BTE,2022,5.02,4.77,2.8,8.26,54.632,38.357,40.447,84.979,2.73,True,429.6283333333333,90.022,False,44.0,0.0,0.0,0.48,222.0,7.0,3.0,3.0,4.0,100.0,8.0,8.0,7.0,6.0,100.0,3.0,3.0,3.0,100.0,1.0,2.0,52.0,69.0,7.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,914.408,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2015,2.57,1.52,1.54,6.2,31.888,14.588,14.873,66.075,0.216,True,88.356,234.60007450980393,False,26.508317841079464,0.0,0.0,0.0,162.0,5.0,3.0,3.0,5.0,100.0,4.0,6.0,3.0,13.0,100.0,3.0,3.0,3.0,100.0,0.0,0.0,50.06,72.24714285714286,3.0,3.8787158145065397,3.69811320754717,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,195.069,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2016,2.82,1.82,1.77,6.32,37.26,14.588,31.016,66.075,0.22,True,93.691,234.60007450980393,False,33.0,0.0,0.0,0.0,188.0,6.0,4.0,4.0,5.0,100.0,5.0,6.0,4.0,13.0,98.42,4.0,4.0,4.0,100.0,0.0,1.0,50.06,72.24714285714286,4.0,3.8787158145065397,3.69811320754717,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,122.712,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2017,3.63,2.67,2.51,6.94,42.813,25.612,31.651,71.072,0.571,True,281.589,23.021,False,34.0,0.0,0.0,0.0,178.0,7.0,4.0,4.0,5.0,100.0,6.0,5.0,4.0,14.0,98.63,4.0,4.0,3.0,100.0,0.0,2.0,38.0,80.0,4.0,3.8787158145065397,3.69811320754717,4.5834522111269616,93.79323809523811,1.0,341.7038493150685,726.847,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2018,3.65,2.73,2.49,6.93,47.299,26.518,31.651,83.594,0.633,True,317.805,30.239,False,32.0,0.0,0.0,0.0,191.0,8.0,3.0,3.0,5.0,100.0,5.0,5.0,4.0,13.0,100.0,3.0,3.0,4.0,100.0,0.0,2.0,35.0,68.0,3.0,3.0,3.0,1.0,100.0,1.0,341.7038493150685,416.713,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2019,3.66,2.75,2.33,7.19,47.299,26.518,31.651,83.594,0.627,True,331.636,37.691,False,28.0,0.0,0.0,1.0,208.0,9.0,3.0,3.0,6.0,100.0,5.0,5.0,4.0,14.0,97.14,3.0,3.0,4.0,100.0,0.0,2.0,36.0,69.0,3.0,3.0,3.0,1.0,100.0,1.0,341.7038493150685,461.95,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2020,3.72,2.8,2.32,7.37,49.733,26.518,32.678,89.856,0.48,True,322.063,38.312,False,32.0,0.0,0.0,0.5,210.0,10.0,3.0,3.0,6.0,100.0,5.0,5.0,4.0,21.0,99.04,3.0,3.0,3.0,100.0,0.0,2.0,37.0,70.0,3.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,472.147,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,Small Cap,Canada
Birchcliff Energy Ltd,BIR,2021,4.55,4.41,2.54,7.29,51.987,33.283,32.678,89.856,0.403,True,353.192,34.693,False,32.0,0.0,0.0,0.0,205.0,11.0,3.0,3.0,6.0,100.0,5.0,5.0,4.0,17.0,100.0,3.0,3.0,5.0,100.0,0.0,2.0,38.0,71.0,3.0,3.0,3.0,2.0,100.0,1.0,341.7038493150685,508.874,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,Small Cap,Canada
